EMD_CD,dong,name,addr,경도,위도,rank
11470102,목동,목동역,서울특별시 양천구 오목로 지하245,126.864255,37.526374,1
11470102,목동,오목교역,서울특별시 양천구 오목로 지하245,126.875039,37.524706,1
11470102,목동,신목동역,서울특별시 양천구 목동중앙로 지하217,126.8828695,37.5446362,1
11470102,목동,서울특별시립장애인생산품판매시설,서울 양천구 목동서로 33,126.882154,37.537254,2
